common_name,scientific_name,start_s,end_s,confidence,label,file_index,filename,file_stem,recording_date,recording_start_time,absolute_timestamp,species,timestamp,confidence,status,geographic_valid,temporal_valid,habitat_valid,weather_score,rejection_reason,review_notes,overall_score,ebird_frequency,gbif_occurrences
Graylag Goose,Anser anser,13233.0,13236.0,0.819372832775116,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:18:26,Graylag Goose,2025-10-13 15:18:26,0.819372832775116,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7988745665550232,,0
Graylag Goose,Anser anser,13266.0,13269.0,0.7949658632278442,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:18:59,Graylag Goose,2025-10-13 15:18:59,0.7949658632278442,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7939931726455689,,0
Graylag Goose,Anser anser,13272.0,13275.0,0.7728404402732849,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:19:05,Graylag Goose,2025-10-13 15:19:05,0.7728404402732849,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.789568088054657,,0
Graylag Goose,Anser anser,13281.0,13284.0,0.8335303664207458,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:19:14,Graylag Goose,2025-10-13 15:19:14,0.8335303664207458,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8017060732841492,,0
Graylag Goose,Anser anser,13326.0,13329.0,0.7147046327590942,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:19:59,Graylag Goose,2025-10-13 15:19:59,0.7147046327590942,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7779409265518189,,0
Graylag Goose,Anser anser,13419.0,13422.0,0.7477559447288513,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:21:32,Graylag Goose,2025-10-13 15:21:32,0.7477559447288513,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7845511889457703,,0
Graylag Goose,Anser anser,13425.0,13428.0,0.7727581858634949,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:21:38,Graylag Goose,2025-10-13 15:21:38,0.7727581858634949,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7895516371726989,,0
Graylag Goose,Anser anser,13431.0,13434.0,0.7247332334518433,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:21:44,Graylag Goose,2025-10-13 15:21:44,0.7247332334518433,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7799466466903686,,0
Graylag Goose,Anser anser,13440.0,13443.0,0.707595944404602,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:21:53,Graylag Goose,2025-10-13 15:21:53,0.707595944404602,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7765191888809204,,0
Graylag Goose,Anser anser,13452.0,13455.0,0.8601289391517639,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:22:05,Graylag Goose,2025-10-13 15:22:05,0.8601289391517639,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8070257878303528,,0
Graylag Goose,Anser anser,13560.0,13563.0,0.8521259427070618,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:23:53,Graylag Goose,2025-10-13 15:23:53,0.8521259427070618,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8054251885414123,,0
Graylag Goose,Anser anser,13578.0,13581.0,0.7440481781959534,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:24:11,Graylag Goose,2025-10-13 15:24:11,0.7440481781959534,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7838096356391906,,0
Graylag Goose,Anser anser,13590.0,13593.0,0.9636071920394896,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:24:23,Graylag Goose,2025-10-13 15:24:23,0.9636071920394896,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8277214384078979,,0
Graylag Goose,Anser anser,13647.0,13650.0,0.8665705919265747,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:25:20,Graylag Goose,2025-10-13 15:25:20,0.8665705919265747,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.808314118385315,,0
Graylag Goose,Anser anser,13665.0,13668.0,0.7932636737823486,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:25:38,Graylag Goose,2025-10-13 15:25:38,0.7932636737823486,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7936527347564697,,0
Graylag Goose,Anser anser,13677.0,13680.0,0.8265361785888672,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:25:50,Graylag Goose,2025-10-13 15:25:50,0.8265361785888672,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8003072357177734,,0
Graylag Goose,Anser anser,13731.0,13734.0,0.8345963358879089,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:26:44,Graylag Goose,2025-10-13 15:26:44,0.8345963358879089,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8019192671775818,,0
Graylag Goose,Anser anser,13734.0,13737.0,0.7059139013290405,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:26:47,Graylag Goose,2025-10-13 15:26:47,0.7059139013290405,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7761827802658081,,0
Graylag Goose,Anser anser,13740.0,13743.0,0.7915564179420471,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:26:53,Graylag Goose,2025-10-13 15:26:53,0.7915564179420471,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7933112835884094,,0
Graylag Goose,Anser anser,13749.0,13752.0,0.7383630275726318,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:02,Graylag Goose,2025-10-13 15:27:02,0.7383630275726318,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7826726055145263,,0
Graylag Goose,Anser anser,13755.0,13758.0,0.7677165269851685,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:08,Graylag Goose,2025-10-13 15:27:08,0.7677165269851685,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7885433053970337,,0
Graylag Goose,Anser anser,13758.0,13761.0,0.7118955254554749,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:11,Graylag Goose,2025-10-13 15:27:11,0.7118955254554749,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.777379105091095,,0
Graylag Goose,Anser anser,13761.0,13764.0,0.7196411490440369,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:14,Graylag Goose,2025-10-13 15:27:14,0.7196411490440369,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7789282298088074,,0
Graylag Goose,Anser anser,13776.0,13779.0,0.9121143221855164,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:29,Graylag Goose,2025-10-13 15:27:29,0.9121143221855164,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8174228644371033,,0
Graylag Goose,Anser anser,13779.0,13782.0,0.8397290110588074,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:32,Graylag Goose,2025-10-13 15:27:32,0.8397290110588074,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8029458022117615,,0
Graylag Goose,Anser anser,13791.0,13794.0,0.866818904876709,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:44,Graylag Goose,2025-10-13 15:27:44,0.866818904876709,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8083637809753418,,0
Graylag Goose,Anser anser,13797.0,13800.0,0.7732623815536499,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:27:50,Graylag Goose,2025-10-13 15:27:50,0.7732623815536499,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.78965247631073,,0
Graylag Goose,Anser anser,13854.0,13857.0,0.9366397857666016,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:28:47,Graylag Goose,2025-10-13 15:28:47,0.9366397857666016,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8223279571533203,,0
Graylag Goose,Anser anser,13917.0,13920.0,0.703343391418457,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:29:50,Graylag Goose,2025-10-13 15:29:50,0.703343391418457,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7756686782836915,,0
Graylag Goose,Anser anser,14355.0,14358.0,0.8181484937667847,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:37:08,Graylag Goose,2025-10-13 15:37:08,0.8181484937667847,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.798629698753357,,0
Pink-footed Goose,Anser brachyrhynchus,14370.0,14373.0,0.7063642740249634,Anser brachyrhynchus_Pink-footed Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:37:23,Pink-footed Goose,2025-10-13 15:37:23,0.7063642740249634,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser brachyrhynchus has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7762728548049926,,0
Graylag Goose,Anser anser,14376.0,14379.0,0.8090382218360901,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:37:29,Graylag Goose,2025-10-13 15:37:29,0.8090382218360901,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7968076443672181,,0
Graylag Goose,Anser anser,14430.0,14433.0,0.8354699611663818,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:38:23,Graylag Goose,2025-10-13 15:38:23,0.8354699611663818,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8020939922332764,,0
Graylag Goose,Anser anser,14436.0,14439.0,0.8723919987678528,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:38:29,Graylag Goose,2025-10-13 15:38:29,0.8723919987678528,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8094783997535706,,0
Graylag Goose,Anser anser,15693.0,15696.0,0.806780219078064,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:59:26,Graylag Goose,2025-10-13 15:59:26,0.806780219078064,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7963560438156128,,0
Graylag Goose,Anser anser,15696.0,15699.0,0.7424905896186829,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:59:29,Graylag Goose,2025-10-13 15:59:29,0.7424905896186829,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7834981179237366,,0
Graylag Goose,Anser anser,15723.0,15726.0,0.7092413902282715,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:59:56,Graylag Goose,2025-10-13 15:59:56,0.7092413902282715,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7768482780456543,,0
Graylag Goose,Anser anser,15741.0,15744.0,0.7518476247787476,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:00:14,Graylag Goose,2025-10-13 16:00:14,0.7518476247787476,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7853695249557495,,0
Graylag Goose,Anser anser,15750.0,15753.0,0.7355290055274963,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:00:23,Graylag Goose,2025-10-13 16:00:23,0.7355290055274963,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7821058011054993,,0
Graylag Goose,Anser anser,15762.0,15765.0,0.8483036160469055,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:00:35,Graylag Goose,2025-10-13 16:00:35,0.8483036160469055,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8046607232093811,,0
Graylag Goose,Anser anser,15795.0,15798.0,0.7215351462364197,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:01:08,Graylag Goose,2025-10-13 16:01:08,0.7215351462364197,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7793070292472839,,0
Graylag Goose,Anser anser,15864.0,15867.0,0.7041822075843811,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:02:17,Graylag Goose,2025-10-13 16:02:17,0.7041822075843811,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7758364415168761,,0
Graylag Goose,Anser anser,15870.0,15873.0,0.8019179701805115,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:02:23,Graylag Goose,2025-10-13 16:02:23,0.8019179701805115,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7953835940361023,,0
Graylag Goose,Anser anser,15882.0,15885.0,0.8688444495201111,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:02:35,Graylag Goose,2025-10-13 16:02:35,0.8688444495201111,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8087688899040222,,0
Graylag Goose,Anser anser,15894.0,15897.0,0.9123089909553528,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:02:47,Graylag Goose,2025-10-13 16:02:47,0.9123089909553528,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8174617981910706,,0
Graylag Goose,Anser anser,15897.0,15900.0,0.8106480836868286,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:02:50,Graylag Goose,2025-10-13 16:02:50,0.8106480836868286,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7971296167373657,,0
Graylag Goose,Anser anser,15903.0,15906.0,0.8579931855201721,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:02:56,Graylag Goose,2025-10-13 16:02:56,0.8579931855201721,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.8065986371040345,,0
Graylag Goose,Anser anser,15915.0,15918.0,0.7487883567810059,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:03:08,Graylag Goose,2025-10-13 16:03:08,0.7487883567810059,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7847576713562012,,0
Graylag Goose,Anser anser,16035.0,16038.0,0.7277161478996277,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:05:08,Graylag Goose,2025-10-13 16:05:08,0.7277161478996277,ACCEPT,True,True,True,,,['eBird validation skipped (no API key); GBIF: Anser anser has no recorded occurrences in 50.0km radius for month 10 (last 10 years)'],0.7805432295799255,,0
